CityObject,Zone
<http://localhost/berlin/cityobject/UUID_eb06fcd7-fd2d-4b28-84ac-796f6d947891/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d657bf43-4e03-472e-bb30-b1b9b35be3cf/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1ba98720-6374-42e6-a212-1a301cd21412/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a9323da7-d81f-4ad2-a97c-740858bd9414/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9552d759-40a4-46fe-b3ae-dad0079c8692/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_80d6881b-1922-446e-9268-2c63edb07201/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8bc4b4fc-9d07-4c79-b7e0-e7cf9f223f21/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_474d0de1-b299-45e3-a879-917d5b4d803f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7d726c9f-2c07-45e8-948d-59f95860adbd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d7c8c5f3-dfe3-4e29-aacc-7de03ef555b4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a42fd7fd-5709-4970-a8e4-bc52577df3b2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_180eaf28-84e0-47b1-bd05-bfa126814de6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d29c7255-fb5f-4001-855d-3ece9c902de0/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5841dfd7-7f8a-4e9d-b0ce-81bb956202aa/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c9293b9b-609e-4d53-826c-d67aa024a4fa/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d3433e82-0ae2-4aa6-aa3f-706894a42051/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_949f9360-b580-48b4-9abe-69ca1ba993ce/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1813a057-006a-4576-9425-9e17917fd69f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9d5bd54d-6c68-4600-a4b3-f81a3230952f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4ba9bcdc-06d1-478f-b503-da2123460b3c/>,WHITE
<http://localhost/berlin/cityobject/UUID_552b218a-63b2-4208-b882-24fa766519e2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b2beb012-91c9-482a-806d-e3b255ca2b5f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_59cea18c-45ca-4262-a1e2-831f7a82b353/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0fa3ef18-43e1-4a7e-8040-f8350c6de953/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_41c9a043-c241-421a-a290-3b92f255fbad/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5dfd13bc-b049-4627-9eaa-a983b0d68bc2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b38fdf7a-faa8-4abb-9e2b-def1fc6c021f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c2f21482-80bc-40cd-be21-ff38cdfb0d31/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3b0afd9d-24b9-40e5-bb79-6b693dcf8e9c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7e745456-c207-4976-aa47-621d9b043b72/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b78d4e12-cd46-4733-a877-583c3406e378/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ce02a708-14a8-4962-a35b-c697a03ec876/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e81f39f5-8edc-4bf8-ac0a-c20cc8ee9c98/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_607c3357-6eef-4b10-9852-10197359fe26/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8d05c9b9-163b-4f01-9b65-6e4cabcf8196/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_414578ff-89a1-4806-a34d-eba802629332/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_94ca7af4-3fbf-479b-b202-ee4c94cbd6fc/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_288e295f-2815-4582-80b9-3349d2790758/>,WHITE
