CityObject,Zone
<http://localhost/berlin/cityobject/UUID_e3eace54-efad-4af1-9817-8150db1f0435/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_19e86175-cf94-4056-89d5-d86adb692efb/>,WHITE
<http://localhost/berlin/cityobject/UUID_f8c566a1-f2cb-4821-9e84-058a22a11a61/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d4b3e926-dd3c-4483-b17d-4986d3032ab7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_dfd2eeb7-5260-4404-95b6-f94ddc0d33a5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3df583e1-ee01-40af-828a-0dd881cfc4a8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5f7cbcab-ff8a-4300-8aff-2539132e499b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a32c4a7c-b83e-4723-81e6-07798b3c238b/>,WHITE
<http://localhost/berlin/cityobject/UUID_365bd591-00e4-4dd2-af5c-d96a427703f4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d3e2975e-42a7-46f7-aae1-e368068e08a1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_15847111-93c4-479a-9eb7-341a757e132a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1845810f-88e8-401d-b78b-c0ba94a4ed1a/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_c530e4de-8c52-4289-b479-a167b0044333/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_54433ca9-798b-4729-b882-0a4d66200751/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_98ec94ba-38b1-450b-9dfe-add10592e921/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_047a25ff-84b0-4d8b-b0b9-5b9fac271963/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c09d043a-15e3-4103-8b74-9d1abdea987f/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_70bded6c-55ce-4ae5-ba71-0cb083107822/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3ac79087-37e9-440e-b607-aa828c9022ae/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d5d11522-a0fe-4ca3-98c5-84cef3299470/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9de8c274-30a7-4da1-bc9a-278f9188372b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ab741b5a-2c98-42e2-95eb-23a3015fec3e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0f5f2f7f-6b3a-4981-9d50-70ec1f60e0ae/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_286eb7e3-ef29-44c4-beec-cd2e27dfdb82/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8d5c3c58-a185-4032-8e3a-e01c0a953b44/>,WHITE
<http://localhost/berlin/cityobject/UUID_525ced6c-6f5d-44f9-9d20-723278b2e333/>,WHITE
<http://localhost/berlin/cityobject/UUID_ad251d17-797c-4013-8793-a0d2090929da/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_d8742d21-0c5f-4da3-bb82-2f6ef70f5bf7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_fa9a14bb-ac05-4389-889d-bc5aa951241d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_184da8d9-3215-4776-9f5c-e191d38768b8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_856da584-4cfb-4b1a-8052-2202b239777f/>,COMMERCIAL & RESIDENTIAL
<http://localhost/berlin/cityobject/UUID_e89569b9-e61e-4d5c-9d8c-06eb81ca489f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_39b97281-f667-4e2b-8b27-22e71195f628/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e43f7cad-cce0-4ea7-9eff-6ffcd894aad5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9066a40e-8cb3-43ca-ab78-1e0cc2c7e678/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b348e9b6-cbef-404f-bb69-fff079fdfaf4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_acc29a24-e350-44e4-bf79-5f8f8783538c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3cf7004f-eff7-41a9-a7ee-78976092e35d/>,WHITE
<http://localhost/berlin/cityobject/UUID_657dba3b-350f-4fb2-b809-dab997514046/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d35550a7-9363-4a86-ae97-79f7c86035e3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3d32d5e5-10f8-4445-bf63-003ad824db29/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_fcb5edb4-c6ce-47c0-a5a4-f8d976512f56/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9a684437-8099-4305-9926-56bf50c3391f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_db5ec2df-f330-4ff5-b06c-16faf2b458ef/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_60e97984-e1b5-4ad4-aa22-3e2ad68be49f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0cbf3009-ebf7-42f5-9368-5bfec57f83e1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6275e77c-0db1-49a8-af1d-74c5a6795c63/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_59bb5367-cda0-478a-b74c-39225d34ab24/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_40c4a238-0e7c-44a8-836d-842571e50c14/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0dc2f703-7e22-49b8-813b-538f3ec3643f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bfabc522-7c9e-42ec-9dae-05c8e684f5a4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_69a9d4c0-89e9-4de1-819c-0d114bfff6fe/>,WHITE
<http://localhost/berlin/cityobject/UUID_e8ba11c0-dac9-4e85-b501-ba0576097d00/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_34eb8c32-166d-4f0d-8ebe-f3d1a7d12f44/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9bf75f16-263f-489d-9a74-559acbcefe12/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_545cf0ea-0c66-4f87-a3ca-3b1914f3a410/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_63a33239-0fa7-43df-af11-ebf09de7f5ad/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_59244a6e-3df0-4d39-acce-2b332cb987f3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_91d76413-0bbe-4502-82e6-019c31386a08/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_89cf69d1-8003-4278-8498-2d53f9bd2052/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e8c41e1d-a6c1-4a55-a5b2-5733510524d7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0086df69-76b0-4f05-986f-c3b5e412f1b5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_67751fc3-e4b0-484c-aa8d-e473566d1c43/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_11ed1fb5-b0f8-402e-85d1-4e36fe4b5ea3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_573d49aa-f34b-46b4-8846-8cd4f75ee21d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_01687837-1e41-4829-a56f-06c8e3e93371/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ec3b7b8d-21de-4c02-9f1c-1156e92a79c9/>,WHITE
<http://localhost/berlin/cityobject/UUID_678f2bf5-ac06-4035-a878-b924f6bba51b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2819d78f-acf5-4f58-8ce7-e524daaad1dd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f6314f8f-05fc-48b9-afcf-0fb4695cd298/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cc110db4-9838-43c4-9120-84a6f03817f6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c353d760-4904-4c70-b9f8-c45ebfdf4f9b/>,WHITE
<http://localhost/berlin/cityobject/UUID_c3b0cb02-65d8-48f5-8110-25468d26d108/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_88b91d00-39ba-433d-9b3a-a3e975638e6a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c49f1be9-f01c-4b7c-a7b4-44ba6ab1b493/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_397466a2-a156-4fea-96de-b3319dd5e4c4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8af45317-9f46-4f45-b5d9-9137915273f2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ff9bc2c5-4d83-4ae5-b932-88e7be77d7c4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0a1cef08-5463-4a4f-98b4-7209ba8badc6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_047cc464-d116-4c41-a75c-9efc8967849e/>,WHITE
<http://localhost/berlin/cityobject/UUID_b7ef0711-eacb-4a05-a420-ea8667b037b1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4a5c2062-ae29-46cc-9a9d-8a137110d9c2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b4e445dc-2257-4d63-a80d-42d8fc8cae7d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c7170a1e-d365-4e21-a127-7b9ecfe477f3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8c007ecc-dd57-47fe-a535-8709afe2d94d/>,WHITE
<http://localhost/berlin/cityobject/UUID_61ecaaba-526f-4bc3-a576-9a46dfc11adb/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0d7ba9d6-d947-4d0c-ac3a-32c813843b25/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_275087c6-44fc-4b43-92d3-a8c14b0d48ab/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a1817966-df0b-4521-85d9-eaa8d35fdcbe/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_355ed849-5d3f-4a79-8722-fdb179eae4de/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3d580df4-bb62-458f-8059-8cad799b7d68/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cee3b7b5-ec45-4571-941f-18fabdc79956/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4e2b4e21-89f0-4eef-ba22-e1d5a97c5bff/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_68280943-7ac7-4090-8e62-672e4058ed25/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f07cca78-d3a0-40e9-b13e-3b6da358db39/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4081f98e-6ca5-498a-be3d-6310e62d6157/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e5e214bc-b169-4c18-92e3-40a043214e17/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7de22c11-ecf9-4bcb-a40f-b580120bee85/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_45fee757-4cf3-44d0-b7d4-8ffb9083cfa4/>,WHITE
<http://localhost/berlin/cityobject/UUID_7408438c-be37-47e6-8d1d-dbbb3bac6ad0/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_eefd67b4-77ff-4c98-9b9c-79e2a1c561ab/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5b7183e5-8de1-40ef-9c22-857a4ff21139/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bdb8a49e-ad7a-4184-a342-22df5b95cc13/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b61466e1-1455-43f7-9919-faeabf681039/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_be3a6871-b3c5-4d91-a9ed-bde04d053419/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c326a5b7-e4ae-4d3f-b986-f42f21a69fcc/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_376f6a07-077b-4fac-9b40-baebb1b0be0b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_30bfdccc-0413-479f-a1e7-6ceceaea44b5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_03cd4e70-951b-467d-8a50-67b19ee68bba/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f7465980-a812-4741-8b74-de9e199a9bdd/>,WHITE
<http://localhost/berlin/cityobject/UUID_2f24520e-1894-4b47-b986-27fdc79df587/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_ebd312a7-a83d-4ee8-a714-39c630dfc5e1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0c83fe83-1d14-403b-80f4-9b0218f49ad2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_79984a95-0b70-4d84-b694-778d32470023/>,WHITE
<http://localhost/berlin/cityobject/UUID_7d631b4e-1888-400e-bdac-daeb64bfd38d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_31870388-213a-4a2f-b67f-11d14e3ed24f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4c17bcb6-e97e-420b-b570-71141aab0546/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_884a854a-ccd7-46f0-b185-1caa47cbd716/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_163336a8-406f-4630-b3d0-281f7ee42817/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e2535b11-73f9-4de2-a426-64989f84deb3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bafb467e-d48a-4bd3-9ccc-f395408a5d32/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a46514e7-4320-4af7-9bb9-86585dae2a27/>,WHITE
<http://localhost/berlin/cityobject/UUID_1061a945-a353-4736-b3b0-72199602a53b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_32f58feb-b61e-427f-a9ad-14ccf27357de/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_24109bcd-18fa-4398-a6df-0b93cf10ce9e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_32291b0c-fe00-4d0c-b3c9-69633420634a/>,WHITE
<http://localhost/berlin/cityobject/UUID_5ff09a45-3650-4fd9-b939-f4915149277d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7c9ae11f-64c8-4178-8478-bdcc5c633b15/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a1964357-f246-45b7-81a7-3da0f191441b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a8f75a87-669f-40c9-985e-047bc7d98c66/>,WHITE
<http://localhost/berlin/cityobject/UUID_7a089ecb-b2a9-44aa-88b6-7d5a7c4ec22b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4ee69e0d-095d-4581-8585-5ff919bd12ef/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e7f8af22-9b25-4bf5-a857-573f2a3f6891/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_34b46438-1627-4c4f-8c59-f56e0e450d0e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_140070ed-812e-44c6-a589-aec295b4155a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a65cfec6-4bf4-44e5-93fb-73b088c47c78/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0fa3ef18-43e1-4a7e-8040-f8350c6de953/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_41c9a043-c241-421a-a290-3b92f255fbad/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0ee385bb-5372-4246-a156-d013d2bdbe20/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_da8b7635-9944-47fd-9849-23f13dc01e29/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5dfd13bc-b049-4627-9eaa-a983b0d68bc2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b38fdf7a-faa8-4abb-9e2b-def1fc6c021f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c2f21482-80bc-40cd-be21-ff38cdfb0d31/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3b0afd9d-24b9-40e5-bb79-6b693dcf8e9c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_62df0cd0-cc75-4a7d-894a-cb680180463d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7e745456-c207-4976-aa47-621d9b043b72/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b78d4e12-cd46-4733-a877-583c3406e378/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_fb584b5d-2dcf-402b-81db-f18bc37d94df/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_019e6f32-f806-4e6f-8918-250c83ad6af1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_85a794f9-58fd-4519-baf0-7fcd657098e8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_266d37c5-6b91-4264-99c1-4fc18685ed42/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_64b22990-ac02-452e-bd78-bcc09b30e7ef/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a92a63ee-d237-4d95-9e7b-fb02a69abcce/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_68862772-7bea-4d6b-b048-be7111d7e1f9/>,WHITE
<http://localhost/berlin/cityobject/UUID_01c73eed-ce9e-4193-a776-c32fbd9306e5/>,WHITE
<http://localhost/berlin/cityobject/UUID_755aa2ad-5551-4d2c-863f-3c2938e8b971/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3186e704-d0d3-4d7d-b0df-01507555ecb1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d995cecd-e4f1-437c-8023-14d7636e84d6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_912dcc92-9ecd-46e9-8685-cca718d21828/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_88c842d2-aca8-4c22-8f8d-0bf03e20202f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3c91aeba-bf4e-4ad0-a1a6-5c9c6cec460a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1bead0bb-fa3e-4b80-91e8-3541690561e8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c69bad3c-f9c8-42d9-ac00-4b4ebb4ddf3f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_de5b0815-1138-4e41-923a-b0f978c8e200/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_33372240-65c0-4a75-b320-34576710bbff/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2405d29f-6753-4286-b6de-3dc6f0f4620f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cd0e36a6-d061-4612-816a-6b6880f8917b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8f081c77-8ab7-4869-ad27-152ecd38a2be/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f5c9159d-845d-421b-a81a-f2e59486af22/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a3dfb2e9-203a-4028-887f-be2c20805ef9/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a11a601c-c370-4d4b-8a33-83fd71634d9c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f67a1005-1216-4bec-b745-8e6469485f9d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_581688cb-6c97-4cd7-b6d5-501476271112/>,WHITE
<http://localhost/berlin/cityobject/UUID_d45ff15c-c340-42c0-99f6-3d584aa5e9fa/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e9e88bde-8244-413e-8ea7-0f7335ae5b27/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_76198537-6e27-4dc9-8bd2-e8cd8520b502/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3d169b25-ee06-4b08-9d8d-645f1c0a5e1b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_fc25e6e5-7d5a-4676-a293-0e94e54d83f3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c1b1fc7d-4bf2-4ee4-91fe-aae146615fd7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_996dd5a1-3251-45ee-93b5-eae9fb4cb735/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_63f7ecfa-42d3-46c3-a7df-392e60cd72f2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_09f8fb28-d22a-406a-980b-b3b4e8939db6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_92354524-47cc-4b6d-9ac3-b085765ff892/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_aefd9db9-8f39-4eab-8ab9-b5b38e8d721e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b586a8e7-a533-445b-ac6c-77baab10d4d3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4895df77-87c9-4b55-9fa3-3360b1e4ac5a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_30ebd794-76cf-4093-8919-1d6b08c5ceb5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_87a80e48-7765-43ed-98f6-e6d5f04decf5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2a3bc2b2-a655-4e9d-a2d4-eb7bb400ffa7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cd1a133d-b623-4f46-b75a-d909bd9e07b4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ad38aa13-d58f-4e5b-99dd-f233ae894627/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_401f4aa8-7414-4617-b6cb-3ea5d92b62b4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a2aa6b5a-2c4e-4e7a-8152-beddc8599695/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e5d2c858-678e-429b-947f-23917e8cf753/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7305452d-5e9c-4dc7-9d53-76dd4f2e64cd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d22b5603-aceb-4a98-8aa5-7f2edcc5cfa0/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_29666be9-30a5-4c14-915f-4d3e515f41f3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f5a7a2d9-3159-4cc1-bcb9-d0abd74a2b13/>,WHITE
<http://localhost/berlin/cityobject/UUID_e3eace54-efad-4af1-9817-8150db1f0435/>,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
<http://localhost/berlin/cityobject/UUID_19e86175-cf94-4056-89d5-d86adb692efb/>,WHITE
<http://localhost/berlin/cityobject/UUID_132f694e-9a9e-4450-962d-4555e4675488/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7c8c50f7-7c18-4d2c-a9fa-e6126cd37f22/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_54a0752f-0789-4371-82b4-e89b629b3c1a/>,WHITE
<http://localhost/berlin/cityobject/UUID_884577e1-cdb4-4ded-ae2a-c509824965cb/>,WHITE
<http://localhost/berlin/cityobject/UUID_2b6314db-2d4b-47bd-b7c7-59d90488c40d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_25028b3c-607f-444c-84ea-65f75af0970f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_358f1e3c-cc0b-4f72-94c8-d3b92dd44982/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cebe3f6f-d9c7-4c56-a1b3-bddae8a329e9/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cf1597ff-0d65-49d4-97b6-fa4d2593aa94/>,WHITE
<http://localhost/berlin/cityobject/UUID_758c1b7b-3612-45d7-8ded-2dc5dfb42d27/>,WHITE
<http://localhost/berlin/cityobject/UUID_18bfd571-e088-4d22-8881-3a7ae86e787c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_16fd6cc9-f7e7-4ff1-a7f9-a1dae0d3acbc/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d4f22d73-9303-406a-923e-b4ac49b86bb3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9fb744ad-9529-4617-a706-f01aacc6d721/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_476b0526-74ae-4f69-aa80-c146c00cdae2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_852b5cbe-9b17-4ace-ba95-1ddf7697df3b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a8b2dba4-b63c-4607-9ce0-a67651250f62/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_dbdd2840-2cf3-4069-b520-61ce0a089d93/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b2243266-f442-401c-9d7d-d2de452d3192/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0cf486e7-224a-40eb-a2a4-e569dc2b0f15/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_12e0140c-19fa-4e76-aaa4-62327102d4db/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_dd303f4e-7b18-4609-8567-34f09a601cf1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b19a8ab0-7b25-4677-a2a6-1fbdc13ef62c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_eb06fcd7-fd2d-4b28-84ac-796f6d947891/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_972233f9-6544-41ce-9279-3c3643fb3970/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_552b218a-63b2-4208-b882-24fa766519e2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bfaaa7a7-fbb1-4cdc-b544-0bf5118b2037/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2ebbc8c6-4d75-4225-8cbd-00e176694afe/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_544b8160-20af-48cc-85fa-e25344b8ddc3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4e6a1766-4486-432a-bf29-c32b971b630e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_896937a4-d963-4631-8939-713c81ebfd48/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0fd0c484-f0fd-42b6-bc84-8f7e00a001e6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_71f15a51-d9b9-419b-ac7f-d25753df42df/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b2beb012-91c9-482a-806d-e3b255ca2b5f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9a2fbcc1-c07f-4e8b-8b44-85dc4aa13e9f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_af3636f2-435d-4a6c-8eec-5c76f5ce32d2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5fef821d-6c66-4cee-8661-7c5033bb8460/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_59cea18c-45ca-4262-a1e2-831f7a82b353/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b1b63f4e-7879-4192-af46-8f6f47fbb131/>,WHITE
